user_id,ingredients,cuisine,cooking_method,difficulty,protein_content,fiber_content,fat_content,carbohydrate_content,sodium_content
102,"['butter', 'garlic', 'onion', 'salt']",['american'],"['bake', 'sautee', 'simmer']",['intermediate'],"['low', 'medium']",['low'],['high'],['high'],['high']
103,"['garlic', 'onion', 'salt']",['american'],"['bake', 'simmer']",['intermediate'],"['low', 'medium']",['low'],['high'],['high'],['high']
104,[],['american'],"['bake', 'simmer']",['intermediate'],['medium'],['low'],['high'],['high'],['high']
105,[],[],[],[],[],[],[],[],[]
106,"['garlic', 'olive oil', 'onion', 'salt', 'tomato']","['european', 'mediterranean']","['boil', 'sautee', 'simmer']",['intermediate'],['low'],['medium'],"['low', 'medium']",['high'],['high']
107,"['butter', 'salt']",['american'],['bake'],['intermediate'],['low'],['low'],"['high', 'low']","['high', 'low']",['high']
108,"['butter', 'egg', 'onion', 'salt']",['american'],"['bake', 'simmer']",['intermediate'],"['low', 'medium']",['low'],[],['low'],['high']
109,"['onion', 'salt']",[],"['boil', 'sautee', 'simmer']",['intermediate'],['low'],['low'],['low'],['high'],['low']
110,"['butter', 'onion', 'salt']",['american'],"['bake', 'simmer']",['intermediate'],['medium'],['low'],['high'],['high'],['high']
111,"['butter', 'egg', 'salt', 'sugar', 'vanilla']",['american'],['bake'],['intermediate'],['low'],['low'],['high'],['high'],[]
112,"['butter', 'onion', 'salt']",['american'],['bake'],['intermediate'],['low'],['low'],['high'],"['high', 'low']",['high']
113,"['butter', 'salt']",['american'],['bake'],['intermediate'],['low'],['low'],['high'],['high'],['high']
114,"['egg', 'salt', 'sugar']",['american'],['bake'],['intermediate'],['low'],['low'],[],['high'],['medium']
115,"['butter', 'garlic', 'onion', 'salt']",['asian'],"['bake', 'sautee', 'simmer']",['intermediate'],['low'],['low'],['high'],['low'],[]
116,[],['american'],"['bake', 'simmer']",['intermediate'],[],['low'],['high'],[],['high']
117,['salt'],['american'],['bake'],['intermediate'],['low'],['low'],['low'],['high'],['high']
118,"['butter', 'salt']",[],['simmer'],[],[],['low'],[],[],[]
119,"['onion', 'salt']",['american'],"['bake', 'simmer']",['intermediate'],['medium'],['low'],['high'],['high'],['high']
120,"['butter', 'egg', 'salt']",['american'],['bake'],['intermediate'],['low'],['low'],[],['high'],['high']
121,"['butter', 'egg', 'onion', 'salt', 'sugar']","['american', 'european', 'unknown']","['bake', 'boil', 'simmer']",['intermediate'],['medium'],['low'],[],['high'],['high']
122,['sugar'],['american'],"['bake', 'boil']",['intermediate'],"['low', 'medium']",['low'],['high'],['high'],['high']
123,"['egg', 'onion', 'salt']",['american'],"['bake', 'braise']",['intermediate'],['low'],['low'],['high'],['high'],['high']
124,"['butter', 'salt']",['american'],['bake'],['intermediate'],['low'],['low'],['high'],['high'],['high']
125,"['butter', 'garlic', 'salt']","['american', 'european']","['bake', 'boil', 'simmer']",['intermediate'],['low'],['low'],['high'],['high'],['high']
126,"['butter', 'onion', 'salt', 'sugar', 'water']","['american', 'european']","['bake', 'boil', 'sautee', 'simmer']",['intermediate'],"['low', 'medium']","['low', 'medium']",['high'],['medium'],['high']
127,"['garlic', 'olive oil', 'onion', 'salt']","['american', 'european']","['bake', 'sautee', 'simmer']",['intermediate'],[],['low'],['high'],['low'],['high']
128,['olive oil'],['american'],['bake'],['intermediate'],['low'],['low'],['high'],['low'],['low']
129,"['egg', 'salt']",['american'],"['bake', 'simmer']",['intermediate'],['low'],['low'],['high'],['high'],['high']
130,['salt'],['american'],['bake'],['intermediate'],['low'],['low'],[],['high'],['high']
131,"['onion', 'salt', 'soy sauce']","['american', 'asian']","['boil', 'fry', 'simmer']",['intermediate'],['medium'],['low'],"['high', 'medium']",['high'],['high']
132,"['butter', 'onion']",['american'],"['bake', 'simmer']",['intermediate'],[],['low'],[],[],[]
133,"['butter', 'salt']",['american'],['bake'],['intermediate'],[],['low'],['high'],['high'],['high']
134,"['onion', 'salt']",['american'],"['bake', 'simmer']",['intermediate'],['low'],['low'],['low'],['high'],['high']
135,"['butter', 'egg', 'salt']",['american'],['bake'],['intermediate'],"['low', 'medium']",['low'],['high'],['high'],['high']
136,"['baking soda', 'butter', 'egg', 'onion', 'salt', 'sugar']",['american'],"['bake', 'boil']",['intermediate'],['low'],['low'],['low'],"['high', 'medium']",['high']
137,"['garlic', 'ginger', 'lemon juice', 'salt']",['american'],['grill'],['intermediate'],"['low', 'medium']",['low'],['medium'],['low'],['high']
138,"['garlic', 'salt']",['american'],"['grill', 'simmer']",['intermediate'],['high'],['low'],['high'],['low'],['high']
139,"['baking soda', 'brown sugar', 'butter', 'egg', 'salt', 'sugar']",['american'],['bake'],['intermediate'],['low'],['low'],['medium'],[],[]
140,"['butter', 'cream cheese', 'egg', 'flour', 'sour cream', 'sugar']",['american'],['bake'],['intermediate'],['low'],['low'],['high'],['high'],['high']
141,"['garlic', 'onion', 'salt', 'water']",['american'],"['bake', 'boil', 'simmer']",['intermediate'],"['low', 'medium']","['low', 'medium']",['high'],['medium'],['high']
142,"['butter', 'salt']","['american', 'european']","['bake', 'simmer']",['intermediate'],[],['low'],['high'],['high'],['high']
143,"['beef', 'onion', 'salt']",['american'],['simmer'],['intermediate'],['medium'],['low'],['high'],"['high', 'medium']",['high']
144,"['butter', 'garlic', 'olive oil', 'onion', 'tomato']","['european', 'mediterranean']","['boil', 'fry', 'sautee', 'simmer']",['intermediate'],"['low', 'medium']",['high'],"['high', 'low']",['high'],['high']
145,"['butter', 'cinnamon', 'egg', 'flour', 'salt', 'sugar', 'vanilla', 'vanilla extract', 'water']",['american'],['bake'],['intermediate'],['low'],['low'],['high'],['high'],"['high', 'medium']"
146,"['garlic', 'salt', 'water']","['american', 'european']","['boil', 'sautee', 'simmer']",['intermediate'],"['low', 'medium']",['low'],['high'],['high'],['high']
147,['salt'],['american'],['bake'],['intermediate'],['low'],['low'],[],['high'],['high']
148,"['onion', 'salt']",['american'],"['boil', 'simmer']",['intermediate'],['medium'],['low'],[],['high'],['high']
149,['onion'],['american'],"['bake', 'boil', 'simmer']",['intermediate'],['low'],['low'],['high'],[],['high']
150,"['egg', 'flour', 'salt', 'sugar']",['american'],['bake'],['intermediate'],['low'],['low'],['low'],['high'],[]
151,"['egg', 'garlic', 'salt', 'soy sauce', 'sugar']","['american', 'asian', 'unknown']","['bake', 'fry']",['intermediate'],"['low', 'medium']",['low'],['low'],['high'],['high']
152,['salt'],['american'],[],['intermediate'],[],['low'],[],[],['high']
153,"['butter', 'salt']",['american'],"['bake', 'simmer']",['intermediate'],['high'],['low'],['high'],['high'],['high']
154,['salt'],['american'],"['bake', 'boil', 'simmer']",['intermediate'],[],['low'],['high'],['high'],['high']
155,['garlic'],['american'],"['boil', 'sautee', 'simmer']",['intermediate'],['medium'],['low'],['high'],['high'],['high']
156,[],['american'],"['bake', 'boil', 'simmer']",['intermediate'],['medium'],['low'],[],['high'],['high']
157,"['butter', 'garlic', 'onion', 'salt']",['american'],"['bake', 'simmer']",['intermediate'],['low'],['low'],['high'],['high'],[]
158,"['butter', 'salt', 'sugar']","['american', 'unknown']","['bake', 'boil', 'simmer']",['intermediate'],['low'],['low'],['medium'],"['high', 'low']",['medium']
159,"['all purpose flour', 'baking powder', 'butter', 'egg', 'salt', 'sugar']",['american'],['bake'],['intermediate'],['low'],['low'],['medium'],['high'],['medium']
160,['garlic'],['american'],"['bake', 'boil', 'simmer']",['intermediate'],['medium'],['low'],['high'],['high'],['high']
161,"['cheddar cheese', 'chicken breast']",['american'],"['bake', 'simmer']",['intermediate'],['medium'],['low'],['high'],['high'],['high']
162,"['garlic', 'onion']","['american', 'european']","['boil', 'sautee', 'simmer']",['intermediate'],['high'],['low'],['high'],['high'],['high']
163,[],['american'],['bake'],['intermediate'],['high'],['low'],['high'],[],['high']
164,[],['american'],['bake'],['intermediate'],[],['low'],[],[],[]
165,"['butter', 'garlic', 'onion', 'salt']","['american', 'european']","['bake', 'simmer']","['advanced', 'intermediate']","['high', 'low']","['low', 'medium']",['high'],['high'],['high']
166,"['flour', 'onion', 'salt', 'sugar']",['american'],"['bake', 'boil', 'simmer']",['intermediate'],['low'],['low'],['low'],['medium'],['high']
167,"['butter', 'onion', 'pepper', 'salt']",['american'],['bake'],['intermediate'],['medium'],['low'],['high'],['high'],['high']
168,['salt'],['american'],['bake'],['intermediate'],['low'],['low'],['high'],['high'],['high']
169,"['onion', 'salt']",['american'],"['bake', 'simmer']",['intermediate'],['low'],['low'],['high'],['high'],['high']
170,"['salt', 'sugar']",['american'],['bake'],['intermediate'],['low'],['low'],[],['high'],[]
171,"['butter', 'egg']",['american'],['bake'],['intermediate'],['low'],['low'],['high'],"['high', 'low']","['high', 'medium']"
172,['onion'],['american'],"['bake', 'boil', 'sautee', 'simmer']",['intermediate'],['medium'],['low'],"['high', 'low']",['high'],['high']
173,"['butter', 'egg', 'salt', 'sugar']",['american'],['bake'],['intermediate'],['low'],['low'],[],['high'],['high']
174,"['onion', 'salt']",['american'],"['bake', 'boil', 'simmer']",['intermediate'],['medium'],['low'],['high'],['high'],['high']
175,"['butter', 'egg', 'salt', 'sugar']",['american'],['bake'],['intermediate'],['low'],['low'],[],['high'],[]
176,"['egg', 'garlic', 'onion', 'salt']",['american'],['bake'],['intermediate'],['low'],['low'],['high'],['high'],['medium']
177,"['egg', 'flour', 'salt', 'sugar']",['american'],['bake'],['intermediate'],['low'],['low'],[],['high'],['high']
178,"['salt', 'sugar']",['american'],['bake'],['intermediate'],['low'],['low'],['high'],['low'],['high']
179,"['butter', 'garlic', 'green bell pepper', 'onion', 'salt']",['american'],"['bake', 'simmer']",['intermediate'],"['high', 'low']",['low'],['high'],"['high', 'medium']","['high', 'medium']"
180,"['butter', 'garlic', 'salt']",['american'],['bake'],['intermediate'],['low'],['low'],['high'],['high'],['high']
181,"['egg', 'onion', 'salt']",['american'],"['bake', 'sautee']",['intermediate'],['medium'],['low'],['high'],['low'],['high']
182,"['butter', 'egg', 'salt', 'sugar']",['american'],"['bake', 'simmer']",['intermediate'],['low'],['low'],['high'],['high'],['high']
183,['salt'],['american'],['bake'],['intermediate'],['low'],['low'],[],"['high', 'low']",['high']
184,['salt'],['american'],['bake'],['intermediate'],['medium'],[],[],['high'],['high']
185,['salt'],['american'],['bake'],['intermediate'],[],['low'],['high'],['high'],['high']
186,"['garlic', 'onion', 'salt']",['american'],"['bake', 'simmer']",['intermediate'],['low'],['low'],['low'],['high'],['high']
187,"['butter', 'egg', 'flour', 'salt', 'sugar', 'vanilla']",['american'],['bake'],['intermediate'],['low'],['low'],"['high', 'low']",['high'],['medium']
188,"['olive oil', 'salt']",['american'],"['bake', 'boil']",['intermediate'],['low'],['low'],"['high', 'low']",['high'],['high']
189,[],[],"['bake', 'simmer']",['intermediate'],['low'],['low'],[],['high'],['high']
190,"['butter', 'garlic', 'salt']",['american'],"['bake', 'boil', 'simmer']",['intermediate'],"['high', 'low']",['low'],['high'],"['high', 'low']",['high']
191,"['basil', 'butter', 'onion', 'salt', 'water']",['american'],"['bake', 'boil', 'roast', 'sautee', 'simmer']",['intermediate'],['medium'],['low'],['high'],[],['high']
192,"['garlic', 'olive oil', 'onion', 'salt']",['american'],"['bake', 'boil', 'sautee', 'simmer']",['intermediate'],['high'],['low'],['high'],['low'],['high']
193,"['parmesan cheese', 'salt']",['american'],"['bake', 'fry']",['intermediate'],['medium'],['low'],"['high', 'medium']",['high'],['high']
194,"['butter', 'salt', 'sugar']",['american'],"['bake', 'simmer']",['intermediate'],['low'],['low'],['low'],"['high', 'low']",['medium']
195,"['butter', 'salt']",['american'],['bake'],['intermediate'],['low'],['low'],['high'],['high'],['high']
196,"['butter', 'salt']",['american'],"['bake', 'boil', 'simmer']",['intermediate'],['low'],['low'],['high'],['high'],[]
197,"['butter', 'garlic', 'onion', 'salt', 'water']",['american'],"['bake', 'boil', 'simmer']",['intermediate'],['low'],['low'],['medium'],['medium'],['high']
198,"['onion', 'salt']",['american'],"['bake', 'simmer']",['intermediate'],['low'],['low'],"['high', 'medium']",['high'],['high']
199,"['baking soda', 'egg', 'flour', 'salt', 'sugar']",['american'],['bake'],['intermediate'],['low'],['low'],"['high', 'medium']","['high', 'medium']","['high', 'medium']"
200,"['onion', 'salt']",['american'],"['bake', 'boil', 'fry', 'sautee', 'simmer']",['intermediate'],"['high', 'medium']",['low'],['high'],['high'],"['high', 'medium']"
201,"['brown sugar', 'butter', 'cinnamon', 'flour', 'salt', 'sugar']",['american'],['bake'],['intermediate'],['low'],['low'],"['low', 'medium']",['high'],['high']
202,['onion'],['american'],['bake'],['intermediate'],[],['low'],['high'],['high'],['high']
203,[],['american'],"['boil', 'sautee', 'simmer']",['intermediate'],['medium'],['low'],['high'],['low'],['high']
204,"['butter', 'garlic', 'onion', 'salt']","['american', 'european']","['bake', 'boil', 'sautee', 'simmer']",['intermediate'],['medium'],['low'],['high'],"['high', 'low']",['high']
205,"['butter', 'salt']",['american'],['bake'],['intermediate'],['low'],['low'],['high'],['high'],['high']
206,"['butter', 'egg', 'onion', 'salt', 'sugar']",['american'],['bake'],['intermediate'],['low'],['low'],['high'],['high'],['high']
207,"['egg', 'garlic', 'onion', 'salt', 'sugar']","['american', 'unknown']","['bake', 'simmer']",['intermediate'],['low'],['low'],"['high', 'low']",['low'],"['high', 'low']"
208,['salt'],['american'],['bake'],['intermediate'],['high'],['low'],['high'],['high'],['high']
209,"['butter', 'garlic', 'salt']",['american'],"['bake', 'simmer']",['intermediate'],"['low', 'medium']",['low'],['medium'],['high'],['high']
210,"['butter', 'egg', 'flour', 'salt']","['american', 'european']","['bake', 'unknown']","['beginner', 'intermediate']",['low'],['low'],"['high', 'medium']","['high', 'low']",['low']
211,"['butter', 'salt']",['american'],"['bake', 'simmer']",['intermediate'],['low'],['low'],['high'],['high'],['high']
212,"['butter', 'egg', 'milk', 'salt', 'sugar']",['american'],['bake'],['intermediate'],['low'],['low'],['high'],['high'],['high']
213,"['garlic', 'salt']",['american'],"['bake', 'simmer']",['intermediate'],['low'],['low'],['low'],[],['medium']
214,"['chicken breast', 'onion', 'sugar']",[],"['boil', 'sautee', 'simmer']",['intermediate'],['high'],['low'],"['high', 'medium']",['high'],['high']
215,"['butter', 'garlic', 'onion', 'salt']","['american', 'european']","['bake', 'simmer']",['intermediate'],['low'],['low'],['high'],['high'],['high']
216,"['butter', 'egg', 'flour', 'milk', 'salt', 'sugar', 'vanilla']",['american'],['bake'],['intermediate'],['low'],['low'],['high'],['high'],['high']
217,"['garlic', 'olive oil', 'onion', 'pepper', 'salt']",['american'],"['bake', 'sautee']",['intermediate'],['low'],['low'],['low'],"['low', 'medium']","['high', 'medium']"
218,"['butter', 'onion', 'salt']",['american'],"['bake', 'simmer']",['intermediate'],[],['low'],['high'],['high'],['high']
219,['water'],"['american', 'unknown']","['bake', 'boil']",['intermediate'],"['low', 'medium']",['low'],['high'],['high'],['high']
220,"['egg', 'sugar', 'water']",['american'],"['bake', 'simmer']",['intermediate'],"['high', 'low']",['low'],['high'],['high'],['high']
221,[],['american'],[],['intermediate'],['low'],['low'],[],[],[]
222,"['onion', 'salt']",['american'],"['boil', 'simmer']",['intermediate'],[],[],[],[],[]
223,['butter'],['american'],"['bake', 'simmer']",['intermediate'],['low'],['low'],['medium'],['low'],[]
224,"['butter', 'garlic', 'olive oil', 'onion', 'salt']",['american'],"['bake', 'simmer']",['intermediate'],['low'],['low'],['medium'],['high'],['high']
225,[],['american'],['boil'],['intermediate'],[],[],[],['high'],['high']
226,"['egg', 'onion', 'pepper', 'salt']",['american'],"['bake', 'grill']",['intermediate'],['low'],['low'],['high'],['low'],['high']
