ReviewId,RecipeId,UserId,UserName,Rating,ReviewText,DateSubmitted,DateModified,ReviewLength,ReviewYear,ReviewMonth,sentiment_score,Rating_scaled
26,5221,2369,William Hakala,5,"I deleted the bean sprouts and replaced them with salted cashew nuts...a nice complement to the sweet/sour dressing. Our guests loved it, in my opinion,it deserves a ""5-pan"" rating. ",2000-07-18 13:36:56+00:00,2000-07-18 13:36:56+00:00,182,2000,7,0.7717,0.4654572143877933
28,1451,2416,jessontanya,1,Where does the bbq come in ,2000-08-01 19:17:30+00:00,2000-08-01 19:17:30+00:00,27,2000,8,0.0,-2.6790149048436023
33,4053,1986,Kevin Connolly,5,"This was a fine sandwich, I'll definitely be making it again. I think you could also use blue cheese rather than goat or feta--blue seems to go well with roast beef.
",2000-08-26 12:35:25+00:00,2000-08-26 12:35:25+00:00,167,2000,8,0.6808,0.4654572143877933
36,7478,2585,Jennifer Kurzdorfer,4,"Very simple recipe to make! This is a refreshing treat that goes well with vanilla ice cream. My husband and I made this dessert disappear fast!
",2000-09-05 13:27:34+00:00,2000-09-05 13:27:34+00:00,146,2000,9,0.5399,-0.3206608154200556
42,5466,2059,Moishe Lettvin 1,1,Dear lord.,2000-10-18 11:31:40+00:00,2000-10-18 11:31:40+00:00,10,2000,10,0.3818,-2.6790149048436023
43,5466,2625,Eli Totz,5,"Vastly superior to its bastard cousin the Twinkie Pie, this is a true delight to the ""Redneck-chic"" cook in all of us.  My wife and girlfriends (in  Utah, that is) were astounded.  How could you possibly combine canned tuna with refined sugar, and then (italics there) add brine!  ""Recipezaar, baby- who needs the ocean?""

Eli Totz


",2000-09-11 09:54:42+00:00,2000-09-11 09:54:42+00:00,339,2000,9,0.8687,0.4654572143877933
44,8433,2625,Eli Totz,5,"Clearly,        


a nine shot drink deserves at least five stars.  Stiff, baby!",2000-09-11 09:54:51+00:00,2000-09-11 09:54:51+00:00,83,2000,9,0.4574,0.4654572143877933
45,471,2625,Eli Totz,3,I never tasted it but it sure doesn''t look easy.  Toast is easy.,2000-10-18 11:35:01+00:00,2000-10-18 11:35:01+00:00,65,2000,10,0.8922,-1.1067788452279046
46,7226,2594,Catherine Allison,4,"This recipe was really easy to follow and was quite delicious.  It reheats really well, too, for small families.  

I think next time I will buy the crust, as mine needed a little more polishing.

Thanks for the recipe!
",2000-09-12 22:49:08+00:00,2000-09-12 22:49:08+00:00,225,2000,9,0.915,-0.3206608154200556
47,780,2312,Gay Gilmore,5,"This was delicious.
",2000-09-12 22:49:36+00:00,2000-09-12 22:49:36+00:00,21,2000,9,0.5719,0.4654572143877933
48,3338,2536,Warangkana Krosuwan,5,"
",2000-09-12 22:49:52+00:00,2000-09-12 22:49:52+00:00,2,2000,9,0.0,0.4654572143877933
49,2388,2033,Sandy Zikursh,4,"My husbands Aunt Dorothy made the best dumpling and gravy.  She always used left-over mashed potatoes in hers and I thought they were great.  This recipe is as close as I have ever found to hers.  They are delicious with pork or beef gravy and in stew.  Yummy!  Brings back fond memories and as she was a cook that never used a recipe until now we could not fiqure out how to make one of our family favorites.  Sandy Zikursh,Mentor,Oh


",2000-09-20 13:56:46+00:00,2000-09-20 13:56:46+00:00,440,2000,9,0.9712,-0.3206608154200556
50,1078,2639,Elisabeth Summers,5,"Your recipe was wonderful, it all fit together so well.  Very Yummy...thanks,  Elisabeth Summers
",2000-09-20 14:09:06+00:00,2000-09-20 14:09:06+00:00,98,2000,9,0.8221,0.4654572143877933
53,51964,2312,Gay Gilmore,5,"This dish was lovely.  All my guests complimented it.
",2000-09-26 21:19:02+00:00,2000-09-26 21:19:02+00:00,55,2000,9,0.765,0.4654572143877933
54,8476,2509,CAROLYN INCH,5,"I made this recipe for 16 coworkers.  I doubled the amounts of the ingrediants hoping to get 4 loaves.  I only got 3 loaaves and the batter was hard to stir when it came to adding the walnuts and apples.  The end result was excellent and the bread was consumed in a matter of minutes.  Everybody loved the bread but they love it when anybody brings in homemade snacks.  I was very happy with the taste of the bread.
",2000-10-05 17:40:36+00:00,2000-10-05 17:40:36+00:00,417,2000,10,0.9574,0.4654572143877933
55,7762,2369,William Hakala,3,"They taste better than they appear.
",2000-10-05 17:40:41+00:00,2000-10-05 17:40:41+00:00,37,2000,10,0.4404,-1.1067788452279046
56,5277,2811,Barbara Drew,5,"This recipe was excellant - enjoyed it very much
THANKS !!!!!!!!!!
",2000-10-05 17:40:46+00:00,2000-10-05 17:40:46+00:00,69,2000,10,0.8548,0.4654572143877933
59,7205,2178,troyh,3,I think I cooked the chicken too long so the breadcrumb mixture became a little too crispy. Be careful. I'd also increase the ratio of seasonings to chicken as I used a little less than was specified and had just enough mixture to cover the chicken.,2000-10-06 12:20:48+00:00,2000-10-06 12:20:48+00:00,249,2000,10,0.4404,-1.1067788452279046
61,5434,2848,Jeff Lucco,5,"This recipe is very good.  I recently been carfully watching my Cholesterol and modified it slightly.  This is what I changed and it reduce the cholesterol content to 0.

1/2 C soy milk in place of the 1/2 C milk.
1/2 C Egg Beaters in place of the 2 eggs.
1/4 C ""I can't believe it's not Butter"" in place of Butter.

And not that it would make a difference but I baked it in a stoneware loaf pan and it came out beautiful.  Very Good!  
",2000-10-09 12:34:31+00:00,2000-10-09 12:34:31+00:00,444,2000,10,0.919,0.4654572143877933
66,3862,2312,Gay Gilmore,5,I added curry powder to jazz them up.,2000-10-18 11:33:20+00:00,2000-10-18 11:33:20+00:00,37,2000,10,0.0,0.4654572143877933
67,4397,2312,Gay Gilmore,5,"Everyone loves it.
",2000-10-17 14:59:07+00:00,2000-10-17 14:59:07+00:00,20,2000,10,0.5719,0.4654572143877933
71,1232,2312,Gay Gilmore,4,"It was good, it just tasted a little too tomatoey for me I think.
",2000-10-17 15:02:37+00:00,2000-10-17 15:02:37+00:00,67,2000,10,0.4404,-0.3206608154200556
73,2502,2848,Jeff Lucco,0,"Unusual name for a recipe that has no pumpkin in it.  There are no amounts shown for the pumpkin.
",2000-10-17 15:03:25+00:00,2000-10-17 15:03:25+00:00,99,2000,10,-0.5267,-3.465132934651451
74,3490,2971,HAROLD STEIMEL,4,"This is a very zesty recipe that gives you some latitude to be creative by adding a little ""more"" pepper.  Best to use real grated fresh pamesan cheese, the bulk grated stuff imparts a grittyness that I did not find pleasent. Takes about 12-15 minutes if you have the ingredients, and if you love this stuff, make a double batch.

",2000-10-18 10:33:20+00:00,2000-10-18 10:33:20+00:00,333,2000,10,0.9237,-0.3206608154200556
75,164,2312,Gay Gilmore,5,"MMMM, I love this stuff. Quite elegant, and even the liver-squeemish like it as long as they don't know.",2000-10-20 14:03:10+00:00,2000-10-20 14:03:10+00:00,104,2000,10,0.8777,0.4654572143877933
76,100,2369,William Hakala,3,It is a good recipe...but I believe that it would be better if it had raisins included  :),2000-10-20 14:04:14+00:00,2000-10-20 14:04:14+00:00,90,2000,10,0.8316,-1.1067788452279046
77,3567,2999,ElaineStarr,5,"I have made this pie instead of plain ol' pumpkin pie for the last 7 years.  Everyone always raves about it.  The flavor is wonderful and the texture is slightly lighter than traditional pumpin pie, I suspect due to the substitution of light cream instead of canned milk.  

If you try this, you won't go back to plain ol' pumkin again!",2000-10-23 10:24:49+00:00,2000-10-23 10:24:49+00:00,338,2000,10,0.4199,0.4654572143877933
80,8451,3024,Julie Kerney,2,"This recipe is called pumpkin squares, wheres the squares? ITS A PIE !",2000-10-23 10:27:33+00:00,2000-10-23 10:27:33+00:00,70,2000,10,0.0,-1.8928968750357533
83,3704,2178,troyh,3,Careful not to cook it too long... you want the tuna to be closer to raw on the inside and crusty on the outside. Maybe use canola oil instead of butter to help sear the outside.,2000-10-30 11:12:23+00:00,2000-10-30 11:12:23+00:00,178,2000,10,0.5574,-1.1067788452279046
84,153,3114,Susan Scannapieco,4,Took about 70 minutes to bake.,2000-10-30 11:13:29+00:00,2000-10-30 11:13:29+00:00,30,2000,10,0.0,-0.3206608154200556
85,3560,2211,Bertie,5,These have been an absolute hit with everyone every time I have made them.  They are incredibly easy to make and just heavenly!,2000-12-08 10:23:30+00:00,2000-12-08 10:23:30+00:00,127,2000,12,0.8169,0.4654572143877933
86,3472,3101,Jeff Walter,5,"Working 12 hour days 7 days a week, I was delighted to return home to a delious meal from my Crockpot.  Easy,  tasty, and delious are understatements for this recipe!",2000-10-30 11:15:30+00:00,2000-10-30 11:15:30+00:00,166,2000,10,0.7574,0.4654572143877933
87,8445,3090,pyppylover25,5,I think this recipie is awesome. It tastes delicious and my whole family loved it.,2000-10-30 11:18:58+00:00,2000-10-30 11:18:58+00:00,82,2000,10,0.9136,0.4654572143877933
89,4366,2178,troyh,5,"if you like oysters, this is a great alternative to regular, boring stuffing.",2000-11-04 09:05:08+00:00,2000-11-04 09:05:08+00:00,77,2000,11,0.6486,0.4654572143877933
90,8497,2926,izabel72,5,quite easy to make make the taste is not bad either. i'd love to make it again and again with different toppings.,2000-11-04 09:05:44+00:00,2000-11-04 09:05:44+00:00,113,2000,11,0.8818,0.4654572143877933
91,4165,3166,Debbie Lawton,0,"I thought Chicken Cacciatore had peppers. If i were to make this, it would contain about 5-6 cut up peppers, 1 can tomato paste and a large can of crushed tomatoes and of course the chicken.",2000-11-04 09:06:30+00:00,2000-11-04 09:06:30+00:00,190,2000,11,-0.5994,-3.465132934651451
92,1600,2447,C.L. Miller,5,These make a wonderful healthy snack.,2000-11-04 09:06:47+00:00,2000-11-04 09:06:47+00:00,37,2000,11,0.7506,0.4654572143877933
93,5378,3153,Sable Julin,5,"This is a wonderful recipe, but last I knew it was from the famous Chef David Ruggerio,  actually from his grandmother....so I think he deserves the credit.",2000-11-04 09:07:23+00:00,2000-11-04 09:07:23+00:00,156,2000,11,0.6956,0.4654572143877933
95,468,3125,Preeti De,3,It's a tasty dish.,2000-11-04 09:10:24+00:00,2000-11-04 09:10:24+00:00,18,2000,11,0.0,-1.1067788452279046
97,6576,3201,lekkere_laarzen,5,"This is a great dish. I like to make it. It's not fat and very healthy. Lots of iron because of the spinach. 
The recipe is also known as Palak Gosht. Love it.
Helen v.d. Sluijs - Holland",2000-11-06 09:51:17+00:00,2000-11-06 09:51:17+00:00,189,2000,11,0.9299,0.4654572143877933
98,4342,3202,digginsjr,3,"It's easy and full of flavor.  Serve with egg noodles.  One note, if cooking with wine, never use ""cooking wine"".  If you can't drink it, it isn't worth putting in your food!!!

Add 1/4 - 1/2 cup sour cream right before serving for a creamier and richer sauce.",2000-11-06 09:51:33+00:00,2000-11-06 09:51:33+00:00,262,2000,11,0.7587,-1.1067788452279046
99,1857,3241,JUDITH WEBER,5,"This greek chicken and rice recipes was so easy to prepare and very good.  I realize you have 50 greek meals but greek food is very good.
Thank you
exercise judy",2000-11-08 12:40:37+00:00,2000-11-08 12:40:37+00:00,163,2000,11,0.9086,0.4654572143877933
101,288,3228,Christine Fisher,3,tasty. you can substitute granulated sugar for the palm sugar.,2000-11-08 12:40:46+00:00,2000-11-08 12:40:46+00:00,62,2000,11,0.0,-1.1067788452279046
102,5297,3228,Christine Fisher,4,"This is a lovely little repice. Quite delicious. However I recommend you cook the chicken breasts slowly and don't add the honey glaze until the last 4 to 5 minutes of cooking as it burns very quickly. Keping that in mind, Please try this quick and easy recipe. :)",2000-11-08 12:40:56+00:00,2000-11-08 12:40:56+00:00,264,2000,11,0.9552,-0.3206608154200556
109,2505,3287,Amy Hayes,0,Terrible directions. Doesn't say how to make the dough or the filling.,2000-11-12 00:13:31+00:00,2000-11-12 00:13:31+00:00,70,2000,11,-0.4767,-3.465132934651451
110,3194,3301,Becky Martin,5,"It looks fabulous, and will go great with my fresh cranberries from Eagle River WI.",2000-11-12 08:50:34+00:00,2000-11-12 08:50:34+00:00,83,2000,11,0.8689,0.4654572143877933
111,480,3074,dave moore,4,needs more spice.,2000-11-12 14:25:08+00:00,2000-11-12 14:25:08+00:00,17,2000,11,0.0,-0.3206608154200556
113,2086,3307,Angela Kerfoot,5,"I know that this recipe sounds strange, but I've tried it and it is the best fudge that I've ever had.  It's not too sweet like most are, it stays soft (even after a few days). You must try it, you won't believe it!",2000-11-13 09:20:52+00:00,2000-11-13 09:20:52+00:00,215,2000,11,0.204,0.4654572143877933
114,2521,3339,chalet hull,4,My husband LOVES this stuff.  It was the only thing he requested I make for Thanksgiving. The recipe is easy and if it makes him happy I'll keep making it.,2000-11-14 18:04:23+00:00,2000-11-14 18:04:23+00:00,155,2000,11,0.9008,-0.3206608154200556
115,7695,3333,Mike Gray,1,Not much Effort.,2000-11-14 18:04:54+00:00,2000-11-14 18:04:54+00:00,16,2000,11,0.0,-2.6790149048436023
116,4167,2065,Shirley McBride,5,This is the best pie crust I have ever made.  It is simple and easy.  I have tried to make it fail but can not.  The taste and texture is wonderful.,2000-11-17 09:55:13+00:00,2000-11-17 09:55:13+00:00,148,2000,11,0.81,0.4654572143877933
117,536,2205,fatpatscafe,5,"Our family has enjoyed this recipe, time and time again with great success. Favorite topping for this is to serve with chili, grated cheese and onions. The kids love it simply with catsup. 
Either way this dish is a MAJOR favorite of our family. Great also for the kids who are learning to cook.",2000-11-17 09:55:24+00:00,2000-11-17 09:55:24+00:00,296,2000,11,0.9786,0.4654572143877933
124,2521,3480,Jen Harris,4,"This recipie would be 5 STARS if you top it before you bake it with, 1 C crushed corn flakes, 1/2 C brown sugar, 1/4 chopped pecans, 4 Tbsp butter and a Tbsp of flour and bake as directed. Topping is about accurate, to the best of my memory, definately try....This is a Thanksgiving MUST, and NO ONE will believe it is carrots!!!!!!",2000-11-20 10:29:29+00:00,2000-11-20 10:29:29+00:00,332,2000,11,0.3474,-0.3206608154200556
125,3470,3385,Fauna,1,This dish was good the first few bites then it got a vinager taste. I wont make it again,2000-11-20 10:29:52+00:00,2000-11-20 10:29:52+00:00,88,2000,11,0.4404,-2.6790149048436023
127,4764,3460,Stephanie nicholson,5,"This is a great quick,easy,tasy cheescake.
the hardest thing about it is waiting for it to cool. Yum!

Jinx",2000-11-20 10:30:23+00:00,2000-11-20 10:30:23+00:00,110,2000,11,0.7712,0.4654572143877933
128,4296,3438,crystal dowling,4,"I found this meat loaf to be quite tasty, I was a little nervous about the carrots,but it made it sweeter than I have tasted in a meat loaf. The measurements were a little over it made a rather large loaf and took a lot longer to cook. I had to raise the temp to 400 to get it to cook at a faster rate. It also gave off a lot of liquid and I used extra lean meat. It made about eight servings and all together was a good meat loaf. I would defintely make it again.",2000-11-20 10:30:44+00:00,2000-11-20 10:30:44+00:00,464,2000,11,0.2716,-0.3206608154200556
129,4491,3414,donna gazda,5,A lot of people at our baby shower said how much they liked this punch.  Even one person said that they didn't like champagne but they loved this punch.  It had a nice fruity flavor and pretty color.  This one will go in my recipe file.  I couldn't find the frozen pineapple-orange-guava juice so I went with pineapple-orange.  Thanks for this wonderful recipe that was definitely a hit!,2000-11-20 10:31:33+00:00,2000-11-20 10:31:33+00:00,387,2000,11,0.9817,0.4654572143877933
130,4734,3525,Kim Conway,5,"I made this casserole using light cream of celery, light sour cream, light Ritz crackers and light cheddar.  It still came out wonderful! Great alternative to the same old green bean casserole.",2000-11-22 10:16:46+00:00,2000-11-22 10:16:46+00:00,193,2000,11,0.8439,0.4654572143877933
131,4650,3518,Don Waldron,4,Will go great with Thangsgiving meal.,2000-11-22 10:16:53+00:00,2000-11-22 10:16:53+00:00,37,2000,11,0.6249,-0.3206608154200556
132,4649,3518,Don Waldron,3,Simple and easy to prepare.,2000-11-22 10:17:14+00:00,2000-11-22 10:17:14+00:00,27,2000,11,0.4404,-1.1067788452279046
133,5158,3514,steve moser,5,she loved it,2000-11-22 10:17:31+00:00,2000-11-22 10:17:31+00:00,12,2000,11,0.5994,0.4654572143877933
134,6631,3576,Charles Anderson,3,"I just had to make this magic food of song (at least as sung by Sharen, Lois and Bram).  I must say that I usually don't  like walnuts, but they were great in this.  This was very tasty, though not as rich as I might have guessed.  It was somewhat  sweeter than I normally like, but I did not leave any in the bowl. The upside down presentation is showy.  I recommend some very rich ice cream as a topping or side dish (Blue Bell Homemade Vanilla  Ice Cream fills the bill in my neck of the woods).  Fun and tasty.

The pan size that worked for me was 9"" by 9"". The recipe did not specify",2000-11-22 18:53:21+00:00,2000-11-22 18:53:21+00:00,590,2000,11,0.5544,-1.1067788452279046
135,4367,3575,Lynn Walters,5,"Thanks for giving recipes for such good food.  You saved my thanksgiving.  My sister-in-laws and I are cooking dinner this year for thanksgiving.  All of the older ladies have all died so it is up to us to get everyones belly full.  Cooking for a big family requires lots of food.  Good food.  I am a good cook but some of the things I was asked to cook I have never cooked before.  I needed help!!!  And thanks to this wonderful site on my computer I got all the help I needed.  I used many recipes and am very pleased with the outcome.  The lightened green bean casserole was my favorite.  All the other recipes I found other places where all very common.  I suggest to everyone, if you have not tried this you really need to.  It is very delicious.  And also very good for you.  Thanks again for my wonderful thanksgiving dinner.

Your devoted cook,
lynn",2000-11-22 18:54:24+00:00,2000-11-22 18:54:24+00:00,860,2000,11,0.9954,0.4654572143877933
137,3561,3570,Lynette Groce,5,"I would reccomend this recipe to any one that doesn't like pumpkin pie, it is a delicious substitute. The pumkin rolls are almost like cinnamon rolls except for the taste.  I reccomend this recipe to every one.",2000-11-22 18:54:58+00:00,2000-11-22 18:54:58+00:00,210,2000,11,0.123,0.4654572143877933
138,4048,3504,Christina Branscm,0,makes 2- 9inch pies  or 1 deep dish pie,2000-11-23 13:00:07+00:00,2000-11-23 13:00:07+00:00,39,2000,11,0.0,-3.465132934651451
139,5365,3578,Jenny Sheriff,5,I recently tried this recipe and got rave reviews from family and friends!,2000-11-23 13:00:22+00:00,2000-11-23 13:00:22+00:00,74,2000,11,0.5255,0.4654572143877933
140,4312,3577,Kerry Vukovich,3,"I came upon this recipe while searching for a sweet potato topping. I didn't like the recipe for the potato itself because it would have been much to sweet and ""heavy"" for my tastes. I did enjoy the topping very much, though. I topped plain, buttered sweet potatoes with it and they were quite good.",2000-11-23 13:00:49+00:00,2000-11-23 13:00:49+00:00,299,2000,11,0.9229,-1.1067788452279046
141,8213,3535,Jacqueline Mallen,3,Where's the Nutmeg And the Cinnamon?,2000-11-23 13:02:50+00:00,2000-11-23 13:02:50+00:00,36,2000,11,0.0,-1.1067788452279046
142,3360,3601,neville aga,5,My wife made this recipie for Thanksgiving today and the whole family agreed it was the best food on the whole table.,2000-11-24 05:23:38+00:00,2000-11-24 05:23:38+00:00,117,2000,11,0.743,0.4654572143877933
143,4807,3385,Fauna,5,"The Turkey was wonderful!!! My Husband thought I was crazy when he read the note I left him in the morning when he got up to put it in the oven. when I pulled it out of the oven he said it was the prettiest Turkey he had ever seen, But said lets wait to see what it taste like. when he tried it at my parents he loved it and made sure every one know he was the one who cooked it since he was the one who put it in the oven",2000-11-24 05:24:45+00:00,2000-11-24 05:24:45+00:00,422,2000,11,0.9471,0.4654572143877933
144,191,3652,Angie Arnold,5,"Muffins were simply excellent!  Easy to prepare, moist and so tasty!  We started out by reducing the recipe for only 4 servings...after the first muffin was gone, we started the second batch (increasing to 12 servings!).  ENJOY!",2000-11-27 08:57:21+00:00,2000-11-27 08:57:21+00:00,228,2000,11,0.9136,0.4654572143877933
146,350,3625,David Cansler,2,"Recipe did not result in expected product.  Noodles were BLAH, did not hold form well.  By far, this is not one of the better recipes I have used for Spatzel.  A little tweaking is required.  Most likely I will stick with my Grandmother Stroud''s tried and true recipe.",2000-11-27 09:02:11+00:00,2000-11-27 09:02:11+00:00,269,2000,11,0.4124,-1.8928968750357533
147,1485,3625,David Cansler,5,Excellent and great tasting.  Easy prep!!!!! My guest loved it!   :-),2000-11-27 09:02:17+00:00,2000-11-27 09:02:17+00:00,69,2000,11,0.9588,0.4654572143877933
148,4135,3622,Sideshow Mel,1,Onions and whiskey overpowered the sauce.  Not at all similar to TGI Friday's mariande.,2000-11-27 09:02:36+00:00,2000-11-27 09:02:36+00:00,87,2000,11,0.0,-2.6790149048436023
149,2718,3607,kris day,2,"Good, straight forward side dish.  However, the author of the recipe forgot to list the sour cream in the list of ingredients.  Thanksgiving morning I was preparing my casserole and got to the part where I was supposed to add it.  I substituted some extra broth to make up for it, but it still ended up dry and gooey.  My advice, don't try anything new on a holiday.",2000-11-27 09:03:21+00:00,2000-11-27 09:03:21+00:00,366,2000,11,0.714,-1.8928968750357533
150,2637,3619,JAEN RUPPRECHT,4,very good   made it with and without the vodka,2000-11-27 13:30:14+00:00,2000-11-27 13:30:14+00:00,46,2000,11,0.4927,-0.3206608154200556
152,4901,1773,Malarkey Test,4,"I ended up adapting this to make a kind of taco instead of baking it as enchiladas, but we liked it quite a bit.",2000-11-28 13:17:28+00:00,2000-11-28 13:17:28+00:00,112,2000,11,0.5719,-0.3206608154200556
154,3063,3678,Leah Moran,4,"It was a good recipe, but I felt it needed a little garlic. My son said it was just like he had it in a restaurant. (which in our neighborhood is a great restuarant).  Bravo great stuff.",2000-11-28 13:18:42+00:00,2000-11-28 13:18:42+00:00,186,2000,11,0.9552,-0.3206608154200556
155,4969,3674,jheim1490,5,"I served this recipe, Cherry Cheese Salad at our community dinner for 60 people. It was a hit. It is a wonderful, refreshing salad. It seems to come alive in your mouth when all the flavors hit the taste buds. Great recipe!",2000-11-28 13:18:50+00:00,2000-11-28 13:18:50+00:00,223,2000,11,0.8932,0.4654572143877933
156,1705,3672,L1lfish,4,"This is great.  Very similar to apple butter, and cans in jars very well.  My family loved it, as well as some friends I gave it to.  This is a neat way to use the pumpkins left over from halloween or thanksgiving time.",2000-11-28 13:19:02+00:00,2000-11-28 13:19:02+00:00,219,2000,11,0.9577,-0.3206608154200556
157,316,3627,Erdal Onurhan,0,"This is in fact not a Greek dish, but Turkish.  ""Dolma"" means ""Stuffing, Stuffed"" in Turkish and the origins of this dish go back to authentic Ottoman Imperial Cuisine. In fact there are very many other stuffed vegetable dishes in the Turkish Cuisine, such as eggplants, arthichokes, marrow(zuccihini) and its blossoms, potatoes etc.  This term, stuffed, is also used for dishes where chicken, turkey and the like are stuffed with various ingredients, mainly rice, before cooking usually in the oven.",2000-11-28 13:20:00+00:00,2000-11-28 13:20:00+00:00,500,2000,11,0.5023,-3.465132934651451
158,4213,3627,Erdal Onurhan,0,"Baklava is definitely not Greek, but Turkish.  It was the prime dessert in the Ottoman Cuisine and a feast never ended without a serving.  In fact the word itself is Turkish, meaning ""diamond-shaped"" which was the way in which the pastry was cut before serving. Generally walnuts, pistachios and other nuts are used for the filling.",2000-11-28 13:21:07+00:00,2000-11-28 13:21:07+00:00,332,2000,11,-0.5789,-3.465132934651451
159,3722,3627,Erdal Onurhan,0,"This dish, with slight variations (usually lemon juice is used) is very common in Middle Eastern Countries and should not be categorised as Greek, but ""collective"".  I suspect that it is in fact Lebanese.",2000-11-28 13:22:22+00:00,2000-11-28 13:22:22+00:00,204,2000,11,-0.4215,-3.465132934651451
161,3516,3484,lorenzz,5,"This is a great recipe I made it for my family soon it will be served in my restaurants.
Lauren",2000-11-29 13:08:17+00:00,2000-11-29 13:08:17+00:00,96,2000,11,0.6249,0.4654572143877933
162,4038,2046,Gay Gilmore ckpt,2,"This recipe sounded a lot better than it turned out for me.  I ends up too runny and mushy for my tastes.  Still edible, just not my best bread pudding.  Suggestions?",2000-12-04 10:53:16+00:00,2000-12-04 10:53:16+00:00,166,2000,12,-0.12,-1.8928968750357533
163,4312,3762,Jackie Garner,5,I thought this recipe was very quick and easy and delicious. I made at Thanksgiving for my family and they really enjoyed it.  I'm making it again for some friends at work.,2000-12-04 10:53:39+00:00,2000-12-04 10:53:39+00:00,172,2000,12,0.9268,0.4654572143877933
167,6567,3735,Craig Courtney,5,"It was A great recipe but I did not use the apples
& I added chopped bacon saute mushrooms.",2000-12-04 11:01:56+00:00,2000-12-04 11:01:56+00:00,92,2000,12,0.3716,0.4654572143877933
168,397,3737,Diane Perry,5,I have baked these biscotti before and they are excellent.  I'm so glad I could find the recipe again.,2000-12-04 11:02:06+00:00,2000-12-04 11:02:06+00:00,102,2000,12,0.7902,0.4654572143877933
169,5365,3733,julie carlson,5,This is a very tasty cake--my recipe calls for sprinkling the batter with 1/2 cup chopped nuts before baking--Delicious!!,2000-12-04 11:03:12+00:00,2000-12-04 11:03:12+00:00,121,2000,12,-0.4374,0.4654572143877933
170,607,3731,Wei-Li Eastlake,5,"The French Onion soup recipe is one of the most popular dish served at the Famous Barr (also part of the May Dept store group) restaurants found in St.Louis.   Based on my travels to the various countries including Europe, Asia and US, this version of French Onion soup is one of the best I've had. My husband who is from London just loves this recipe.

It is robust and hearty in beef and onion flavour and quite thick so you can enjoy this as a meal in itself (you might say it's great comfort food).  Be sure to use the broiler until the cheese bubbles and turns golden brown over the French bread. Tip: Try to use the fresh French bread which is a bit chewy in texture.    

Bon Appetit.",2000-12-04 11:05:09+00:00,2000-12-04 11:05:09+00:00,695,2000,12,0.98,0.4654572143877933
171,8320,3711,Donna Skelly,5,My grandma has been making this simple coffee cake for years.  It is a huge favorite for the whole family!  We add chopped pecans to ours.  Really easy for overnight company.  It rises overnight and you pop it in the oven before everyone gets up.,2000-12-04 11:05:19+00:00,2000-12-04 11:05:19+00:00,246,2000,12,0.831,0.4654572143877933
