RecipeId,Name,RecipeInstructions,Images,AggregatedRating_na,ReviewCount,Calories,FatContent,SaturatedFatContent,CholesterolContent,SodiumContent,CarbohydrateContent,FiberContent,SugarContent,ProteinContent,source,PrepTime,CookTime,TotalTime,PrepTime_Minutes,CookTime_Minutes,TotalTime_Minutes,RecipeIngredientParts,RecipeIngredientParts_old,ingredients_canonical,ingredients_canonical_auto,ingredients_canonical_final,ingredients_canonical_final_le_5_replace,EnergyFromFat,EnergyFromSaturatedFat,EnergyFromCarbs,EnergyFromProtein,SaturatedFatPercentEnergy,FatPercentEnergy,WHO_SatFat_Compliant,WHO_Fat_Compliant,WHO_Sodium_Compliant,WHO_Score,WHO_Healthy,Energy_kJ,A_score,C_score,FSA_Score,FSA_Healthy
72970,Kristi's Corn Salad,,https://images.media-allrecipes.com/userphotos/720x405/4556950.jpg,4.51612901688,24.0,221.3347,15.274,2.12,0.0,578.341,21.97556,2.930777,4.403351,3.377277,foodrecsys,,,,,,,"['frozen corn kernels', 'small zucchini diced', 'chopped pimento peppers', 'chopped red onion', 'chopped green chile peppers', 'olive oil', 'fresh lime juice', 'cider vinegar', 'ground cumin', 'salt', 'ground black pepper', 'garlic salt']","['frozen corn kernels', 'small zucchini diced', 'chopped pimento peppers', 'chopped red onion', 'chopped green chile peppers', 'olive oil', 'fresh lime juice', 'cider vinegar', 'ground cumin', 'salt', 'ground black pepper', 'garlic salt']","['corn kernel', 'zucchini', 'pimento pepper', 'onion', 'green chile pepper', 'olive oil', 'lime juice', 'cider vinegar', 'cumin', 'salt', 'black pepper', 'garlic salt']","['corn kernel', 'zucchini', 'pimento pepper', 'onion', 'green chile pepper', 'olive oil', 'lime juice', 'cider vinegar', 'cumin', 'salt', 'black pepper']","['corn kernel', 'zucchini', 'pimento pepper', 'onion', 'green chile pepper', 'olive oil', 'lime juice', 'cider vinegar', 'cumin', 'salt', 'black pepper']","['corn kernel', 'zucchini', 'pimento pepper', 'onion', 'green chile pepper', 'olive oil', 'lime juice', 'cider vinegar', 'cumin', 'salt', 'black pepper']",137.46599999999998,19.080000000000002,87.90224,13.509108,8.620428699160142,62.10774903347735,True,False,True,2,True,926.0643848000001,10,5,5,False
104678,"Pear, Feta, and Lettuce Salad",,https://images.media-allrecipes.com/userphotos/250x250/797801.jpg,4.6875,13.0,219.486,15.91856,5.727033,28.03955,708.7498,15.95375,3.141991,9.749356,5.393452,foodrecsys,,,,,,,"['head iceberg lettuce torn into bite-sized pieces', 'crumbled feta cheese', 'bosc pear cored and cut into bite-sized pieces', 'asian pear cored and cut into bite-sized pieces', 'balsamic vinaigrette salad dressing']","['head iceberg lettuce torn into bite-sized pieces', 'crumbled feta cheese', 'bosc pear cored and cut into bite-sized pieces', 'asian pear cored and cut into bite-sized pieces', 'balsamic vinaigrette salad dressing']","['head iceberg lettuce torn into bite sized piece', 'crumbled feta cheese', 'bosc pear cored and cut into bite sized piece', 'asian pear cored and cut into bite sized piece', 'balsamic vinaigrette salad dressing']","['head iceberg lettuce torn into bite sized piece', 'crumbled feta cheese', 'bosc pear cored and cut into bite sized piece', 'asian pear cored and cut into bite sized piece', 'dressing']","['head iceberg lettuce torn into bite sized piece', 'crumbled feta cheese', 'bosc pear cored and cut into bite sized piece', 'asian pear cored and cut into bite sized piece', 'dressing']","['head iceberg lettuce torn into bite sized piece', 'crumbled feta cheese', 'other_target_ingredient', 'dressing']",143.26704,51.543296999999995,63.815,21.573808,23.483637680763238,65.27388535031848,False,False,False,0,False,918.329424,16,6,10,False
75875,Sweet Potato Salad,,https://images.media-allrecipes.com/userphotos/720x405/969632.jpg,4.0,15.0,464.8944,31.82009,4.228441,10.45,192.1294,44.69051,4.224063,26.64762,4.420044,foodrecsys,,,,,,,"['sweet potatoes', 'mayonnaise', 'packed brown sugar', 'chopped walnuts', 'raisins']","['sweet potatoes', 'mayonnaise', 'packed brown sugar', 'chopped walnuts', 'raisins']","['sweet potato', 'mayonnaise', 'brown sugar', 'walnut', 'raisin']","['sweet potato', 'mayonnaise', 'brown sugar', 'walnut', 'raisin']","['sweet potato', 'mayonnaise', 'brown sugar', 'walnut', 'raisin']","['sweet potato', 'mayonnaise', 'brown sugar', 'walnut', 'raisin']",286.38081,38.055969000000005,178.76204,17.680176,8.185938355032887,61.6012604152685,True,False,True,2,True,1945.1181696,16,6,10,False
254879,Edamame Salad with Homemade Garlic Cilantro Vinaigrette,,https://images.media-allrecipes.com/userphotos/720x405/3857680.jpg,4.0,1.0,346.4607,19.79029,2.571754,0.0,138.3198,27.28429,8.614564,2.25682,19.66982,foodrecsys,,,,,,,['salad:'],['salad:'],['salad'],['salad'],['salad'],['salad'],178.11261,23.145785999999998,109.13716,78.67928,6.680638236890937,51.409181474262446,True,False,True,2,True,1449.5915688,7,10,-3,True
228986,Orange Shrimp Spinach Salad,,https://images.media-allrecipes.com/userphotos/720x405/1012750.jpg,3.0,1.0,225.99,11.95875,1.73215,147.55,521.4963,13.46404,3.8843,0.4869166,17.80659,foodrecsys,,,,,,,"['valencia oranges', 'frozen cooked shrimp', 'baby spinach leaves', 'large pitted black olives drained', 'olive oil', 'balsamic vinegar', 'freshly ground black pepper to taste']","['valencia oranges', 'frozen cooked shrimp', 'baby spinach leaves', 'large pitted black olives drained', 'olive oil', 'balsamic vinegar', 'freshly ground black pepper to taste']","['valencia orange', 'shrimp', 'spinach leaf', 'pitted black olives drained', 'olive oil', 'balsamic vinegar', 'freshly black pepper to taste']","['valencia orange', 'shrimp', 'bay leaf', 'pitted black olives drained', 'olive oil', 'balsamic vinegar', 'freshly black pepper to taste']","['valencia orange', 'shrimp', 'bay leaf', 'pitted black olives drained', 'olive oil', 'balsamic vinegar', 'freshly black pepper to taste']","['other_target_ingredient', 'shrimp', 'bay leaf', 'olive oil', 'balsamic vinegar', 'freshly black pepper to taste']",107.62875,15.589350000000001,53.85616,71.22636,6.898247710075667,47.62544802867383,True,False,True,2,True,945.5421600000001,8,9,-1,True
229568,Lemony Zucchini Salad,,https://images.media-allrecipes.com/userphotos/720x405/1127985.jpg,4.11111116409,7.0,79.69229,6.9322,0.9661176,0.0,24.355,5.292167,1.505125,2.278804,1.0414,foodrecsys,,,,,,,"['small zucchini thinly sliced', 'small sweet onion (such as vidalia®)', 'fresh parsley', 'lemon zested and juiced', 'dijon mustard', 'white sugar', 'salt and ground black pepper to taste', 'light olive oil']","['small zucchini thinly sliced', 'small sweet onion (such as vidalia®)', 'fresh parsley', 'lemon zested and juiced', 'dijon mustard', 'white sugar', 'salt and ground black pepper to taste', 'light olive oil']","['zucchini', 'sweet onion such as vidalia', 'parsley', 'lemon zested and juiced', 'dijon mustard', 'sugar', 'salt and black pepper to taste', 'light olive oil']","['zucchini', 'sweet onion such as vidalia', 'parsley', 'lemon juiced', 'dijon mustard', 'sugar', 'salt and black pepper to taste', 'light olive oil']","['zucchini', 'sweet onion such as vidalia', 'parsley', 'lemon juiced', 'dijon mustard', 'sugar', 'salt and black pepper to taste', 'light olive oil']","['zucchini', 'sweet onion such as vidalia', 'parsley', 'lemon juiced', 'dijon mustard', 'sugar', 'salt and black pepper to taste', 'light olive oil']",62.3898,8.6950584,21.168668,4.1656,10.9107899898472,78.28837645398319,False,False,True,1,False,333.43254136,0,1,-1,True
258771,Broccoli Cauliflower Salad,,https://images.media-allrecipes.com/userphotos/720x405/4530480.jpg,4.0,1.0,539.2178,45.99723,10.8029,56.5875,911.9331,15.99074,2.920625,9.940701,17.72694,foodrecsys,,,,,,,"['bacon', 'head cauliflower chopped', 'head broccoli chopped', 'shredded mozzarella cheese', 'small onion', 'dressing:', 'white sugar', 'milk', 'mayonnaise', 'grated parmesan cheese', 'vinegar']","['bacon', 'head cauliflower chopped', 'head broccoli chopped', 'shredded mozzarella cheese', 'small onion', 'dressing:', 'white sugar', 'milk', 'mayonnaise', 'grated parmesan cheese', 'vinegar']","['bacon', 'cauliflower', 'broccoli', 'mozzarella cheese', 'onion', 'dressing', 'sugar', 'milk', 'mayonnaise', 'parmesan cheese', 'vinegar']","['bacon', 'head cauliflower', 'broccoli', 'mozzarella cheese', 'onion', 'dressing', 'sugar', 'milk', 'mayonnaise', 'parmesan cheese', 'vinegar']","['bacon', 'head cauliflower', 'broccoli', 'mozzarella cheese', 'onion', 'dressing', 'sugar', 'milk', 'mayonnaise', 'parmesan cheese', 'vinegar']","['bacon', 'head cauliflower', 'broccoli', 'mozzarella cheese', 'onion', 'dressing', 'sugar', 'milk', 'mayonnaise', 'parmesan cheese', 'vinegar']",413.97507,97.22609999999999,63.96296,70.90776,18.0309515004883,76.77325748519429,False,False,False,0,False,2256.0872752,28,8,20,False
16665,Egg Salad I,,https://images.media-allrecipes.com/userphotos/250x250/205251.jpg,3.97681164742,267.0,183.3639,12.77745,3.527367,373.311,348.3599,4.183154,0.4810079,1.449219,12.89636,foodrecsys,,,,,,,"['eggs', 'mayonnaise', 'prepared dijon-style mustard', 'dried dill weed', 'paprika', 'red onion', 'salt and pepper to taste']","['eggs', 'mayonnaise', 'prepared dijon-style mustard', 'dried dill weed', 'paprika', 'red onion', 'salt and pepper to taste']","['egg', 'mayonnaise', 'prepared dijon style mustard', 'dill weed', 'paprika', 'onion', 'salt and pepper to taste']","['egg', 'mayonnaise', 'dijon mustard', 'dill weed', 'paprika', 'onion', 'salt and pepper to taste']","['egg', 'mayonnaise', 'dijon mustard', 'dill weed', 'paprika', 'onion', 'salt and pepper to taste']","['egg', 'mayonnaise', 'dijon mustard', 'dill weed', 'paprika', 'onion', 'salt and pepper to taste']",114.99705,31.746302999999997,16.732616,51.58544,17.31327867699149,62.71520730089183,False,False,True,1,False,767.1945576,8,5,3,True
100324,Blue Spinach Salad,,https://images.media-allrecipes.com/userphotos/720x405/665340.jpg,4.15384626389,10.0,299.7858,22.80798,5.471164,8.929125,473.0138,15.70687,2.299997,10.19018,13.10559,foodrecsys,,,,,,,"['pre-washed spinach leaves', 'seedless red grapes rinsed and dried', 'blue cheese', 'roasted salted pumpkin seeds', 'blue cheese salad dressing (optional)']","['pre-washed spinach leaves', 'seedless red grapes rinsed and dried', 'blue cheese', 'roasted salted pumpkin seeds', 'blue cheese salad dressing (optional)']","['pre washed spinach leaf', 'seedless red grapes rinsed and', 'blue cheese', 'salted pumpkin seed', 'blue cheese salad dressing']","['pre washed spinach leaf', 'seedless red grapes rinsed and', 'blue cheese', 'salted pumpkin seed', 'blue cheese salad dressing']","['pre washed spinach leaf', 'seedless red grapes rinsed and', 'blue cheese', 'salted pumpkin seed', 'blue cheese salad dressing']","['other_target_ingredient', 'blue cheese', 'blue cheese salad dressing']",205.27182,49.240476,62.82748,52.42236,16.425219606799253,68.47282960033463,False,False,True,1,False,1254.3037872,15,7,8,False
78545,Sprouted Lentil Salad,,https://images.media-allrecipes.com/userphotos/250x250/14146.jpg,4.27272748947,9.0,45.95081,1.994464,0.2701264,0.0,55.70828,6.486667,1.489988,0.8292251,2.204174,foodrecsys,,,,,,,"['lentil sprouts', 'seeded diced cucumber', 'seeded chopped tomato', 'chopped green onions', 'chopped fresh cilantro', 'thinly sliced radishes (optional)', 'olive oil', 'lemon juice', 'white wine vinegar', 'dried oregano', 'garlic powder', 'curry powder', 'dry mustard', 'salt and pepper to taste']","['lentil sprouts', 'seeded diced cucumber', 'seeded chopped tomato', 'chopped green onions', 'chopped fresh cilantro', 'thinly sliced radishes (optional)', 'olive oil', 'lemon juice', 'white wine vinegar', 'dried oregano', 'garlic powder', 'curry powder', 'dry mustard', 'salt and pepper to taste']","['lentil sprout', 'seeded cucumber', 'seeded tomato', 'green onion', 'cilantro', 'radishe', 'olive oil', 'lemon juice', 'white wine vinegar', 'oregano', 'garlic powder', 'curry powder', 'dry mustard', 'salt and pepper to taste']","['lentil sprout', 'seeded cucumber', 'seeded tomato', 'green onion', 'cilantro', 'radishe', 'olive oil', 'lemon juice', 'white wine vinegar', 'oregano', 'garlic powder', 'curry powder', 'dijon mustard', 'salt and pepper to taste']","['lentil sprout', 'seeded cucumber', 'seeded tomato', 'green onion', 'cilantro', 'radishe', 'olive oil', 'lemon juice', 'white wine vinegar', 'oregano', 'garlic powder', 'curry powder', 'dijon mustard', 'salt and pepper to taste']","['other_target_ingredient', 'seeded cucumber', 'seeded tomato', 'green onion', 'cilantro', 'radishe', 'olive oil', 'lemon juice', 'white wine vinegar', 'oregano', 'garlic powder', 'curry powder', 'dijon mustard', 'salt and pepper to taste']",17.950176,2.4311376,25.946668,8.816696,5.2907393797846005,39.06389462993145,True,False,True,2,True,192.25818904,0,2,-2,True
172785,Tomato Mozzarella Salad with Balsamic Reduction,,https://images.media-allrecipes.com/userphotos/250x250/366411.jpg,4.5,12.0,488.9501,33.54713,17.4649,89.17857,358.8882,22.319,4.263191,16.0585,23.03671,foodrecsys,,,,,,,"['balsamic vinegar', 'garlic', 'head red leaf lettuce', 'tomatoes sliced', 'balls of fresh mozzarella sliced', 'small red onion', 'fresh raspberries', 'sliced black olives', 'dried basil', 'salt and black pepper to taste', 'extra-virgin olive oil']","['balsamic vinegar', 'garlic', 'head red leaf lettuce', 'tomatoes sliced', 'balls of fresh mozzarella sliced', 'small red onion', 'fresh raspberries', 'sliced black olives', 'dried basil', 'salt and black pepper to taste', 'extra-virgin olive oil']","['balsamic vinegar', 'garlic', 'head red leaf lettuce', 'tomato', 'balls of mozzarella', 'onion', 'raspberry', 'black olive', 'basil', 'salt and black pepper to taste', 'olive oil']","['balsamic vinegar', 'garlic', 'head red leaf lettuce', 'tomato', 'balls of mozzarella', 'onion', 'raspberry', 'black olive', 'basil', 'salt and black pepper to taste', 'olive oil']","['balsamic vinegar', 'garlic', 'head red leaf lettuce', 'tomato', 'balls of mozzarella', 'onion', 'raspberry', 'black olive', 'basil', 'salt and black pepper to taste', 'olive oil']","['balsamic vinegar', 'garlic', 'other_target_ingredient', 'tomato', 'onion', 'raspberry', 'black olive', 'basil', 'salt and black pepper to taste', 'olive oil']",301.92417,157.1841,89.276,92.14684,32.14726819771588,61.74948527467322,False,False,True,1,False,2045.7672184000003,22,9,13,False
235229,Persimmon and Pomegranate Salad,,https://images.media-allrecipes.com/userphotos/720x405/1065978.jpg,4.66666650772,7.0,354.0573,25.22291,2.93966,0.0,56.382,33.1078,3.39185,23.15904,3.468684,foodrecsys,,,,,,,"['pecan halves', 'orange juice divided', 'cornstarch', 'honey', 'extra-virgin olive oil', 'lime juiced', 'fresh tarragon leaves thinly sliced crosswise', 'salt and ground black pepper to taste', 'herb salad mix', 'fuyu persimmons peeled and each cut into 8 pieces', 'large pomegranate peeled and seeds separated']","['pecan halves', 'orange juice divided', 'cornstarch', 'honey', 'extra-virgin olive oil', 'lime juiced', 'fresh tarragon leaves thinly sliced crosswise', 'salt and ground black pepper to taste', 'herb salad mix', 'fuyu persimmons peeled and each cut into 8 pieces', 'large pomegranate peeled and seeds separated']","['pecan half', 'orange juice', 'cornstarch', 'honey', 'olive oil', 'lime juiced', 'tarragon leaves crosswise', 'salt and black pepper to taste', 'herb salad mix', 'fuyu persimmons and each cut into piece', 'pomegranate and seeds separated']","['chicken breast half', 'orange juice', 'cornstarch', 'honey', 'olive oil', 'lemon juiced', 'tarragon leaves crosswise', 'salt and black pepper to taste', 'herb salad mix', 'fuyu persimmons and each cut into piece', 'pomegranate and seeds separated']","['chicken breast half', 'orange juice', 'cornstarch', 'honey', 'olive oil', 'lemon juiced', 'tarragon leaves crosswise', 'salt and black pepper to taste', 'herb salad mix', 'fuyu persimmons and each cut into piece', 'pomegranate and seeds separated']","['chicken breast half', 'orange juice', 'cornstarch', 'honey', 'olive oil', 'lemon juiced', 'other_target_ingredient', 'salt and black pepper to taste', 'pomegranate and seeds separated']",227.00619,26.45694,132.4312,13.874736,7.4725023322496105,64.11566432890947,True,False,True,2,True,1481.3757432,11,5,6,False
86377,Avocado Watermelon Spinach Salad,,https://images.media-allrecipes.com/userphotos/250x250/2644.jpg,4.40000009537,30.0,459.7,39.1622,5.06214,0.0,735.1602,30.6776,10.782,12.4872,4.6252,foodrecsys,,,,,,,"['large avocados', 'cubed watermelon', 'fresh spinach leaves', 'balsamic vinaigrette salad dressing']","['large avocados', 'cubed watermelon', 'fresh spinach leaves', 'balsamic vinaigrette salad dressing']","['avocado', 'watermelon', 'spinach leaf', 'balsamic vinaigrette salad dressing']","['avocado', 'seeded watermelon', 'bay leaf', 'dressing']","['avocado', 'seeded watermelon', 'bay leaf', 'dressing']","['avocado', 'seeded watermelon', 'bay leaf', 'dressing']",352.4598,45.55926,122.7104,18.5008,9.910650424189688,76.67169893408744,True,False,False,1,False,1923.3848,20,7,13,False
206447,Cornucopia Salad,,https://images.media-allrecipes.com/userphotos/720x405/1958223.jpg,4.86363649368,36.0,181.3467,13.26961,2.51715,3.164063,71.48281,15.38445,3.287,9.903304,2.649937,foodrecsys,,,,,,,"['sliced almonds', 'white sugar', 'head red leaf lettuce torn', 'green onions', 'granny smith apple cored and chopped', 'avocado', 'dried cranberries', 'crumbled blue cheese', 'dressing:', 'red wine vinegar', 'white sugar', 'salt and pepper to taste', 'vegetable oil']","['sliced almonds', 'white sugar', 'head red leaf lettuce torn', 'green onions', 'granny smith apple cored and chopped', 'avocado', 'dried cranberries', 'crumbled blue cheese', 'dressing:', 'red wine vinegar', 'white sugar', 'salt and pepper to taste', 'vegetable oil']","['almond', 'sugar', 'head red leaf lettuce torn', 'green onion', 'granny smith apple cored and', 'avocado', 'cranberry', 'crumbled blue cheese', 'dressing', 'red wine vinegar', 'salt and pepper to taste', 'vegetable oil']","['almond', 'sugar', 'head red leaf lettuce torn', 'green onion', 'granny smith apple cored and', 'avocado', 'cranberry', 'crumbled blue cheese', 'dressing', 'red wine vinegar', 'salt and pepper to taste', 'vegetable oil']","['almond', 'sugar', 'head red leaf lettuce torn', 'green onion', 'granny smith apple cored and', 'avocado', 'cranberry', 'crumbled blue cheese', 'dressing', 'red wine vinegar', 'salt and pepper to taste', 'vegetable oil']","['almond', 'sugar', 'other_target_ingredient', 'green onion', 'granny smith apple cored and', 'avocado', 'cranberry', 'crumbled blue cheese', 'dressing', 'red wine vinegar', 'salt and pepper to taste', 'vegetable oil']",119.42649,22.65435,61.5378,10.599748,12.492286873706552,65.85534228083554,False,False,True,1,False,758.7545928000001,6,4,2,True
167188,Minnesota Broccoli Salad,,https://images.media-allrecipes.com/userphotos/250x250/221780.jpg,4.34782600403,17.0,296.7713,27.85805,4.414952,103.45,792.6664,8.214742,2.733024,2.648296,6.340399,foodrecsys,,,,,,,"['eggs', 'broccoli chopped', 'finely chopped red onion', 'green olives sliced', 'diced pimentos drained', 'mayonnaise', 'dry mustard powder', 'salt', 'celery seed', 'chopped fresh dill']","['eggs', 'broccoli chopped', 'finely chopped red onion', 'green olives sliced', 'diced pimentos drained', 'mayonnaise', 'dry mustard powder', 'salt', 'celery seed', 'chopped fresh dill']","['egg', 'broccoli', 'onion', 'green olive', 'pimentos drained', 'mayonnaise', 'dry mustard powder', 'salt', 'celery seed', 'dill']","['egg', 'broccoli', 'onion', 'black olive', 'pimentos drained', 'mayonnaise', 'dry mustard powder', 'salt', 'celery seed', 'dill']","['egg', 'broccoli', 'onion', 'black olive', 'pimentos drained', 'mayonnaise', 'dry mustard powder', 'salt', 'celery seed', 'dill']","['egg', 'broccoli', 'onion', 'black olive', 'pimentos drained', 'mayonnaise', 'dry mustard powder', 'salt', 'celery seed', 'dill']",250.72244999999998,39.734568,32.858968,25.361596,13.38895236837255,84.48338838694981,False,False,False,0,False,1241.6911192,15,5,10,False
231963,Catchy Coleslaw,,https://images.media-allrecipes.com/userphotos/720x405/1031752.jpg,4.0,5.0,201.175,7.557394,1.116694,0.0,2875.917,32.52582,2.429,28.51999,1.600319,foodrecsys,,,,,,,"['shredded green cabbage', 'shredded carrot', 'shredded red cabbage', 'shredded onion', 'kosher salt', 'cider vinegar', 'white sugar', 'celery seed', 'dry mustard', 'vegetable oil', 'ground black pepper to taste']","['shredded green cabbage', 'shredded carrot', 'shredded red cabbage', 'shredded onion', 'kosher salt', 'cider vinegar', 'white sugar', 'celery seed', 'dry mustard', 'vegetable oil', 'ground black pepper to taste']","['cabbage', 'carrot', 'onion', 'kosher salt', 'cider vinegar', 'sugar', 'celery seed', 'dry mustard', 'vegetable oil', 'black pepper to taste']","['head cabbage', 'carrot', 'onion', 'salt', 'cider vinegar', 'sugar', 'celery seed', 'dijon mustard', 'vegetable oil', 'black pepper to taste']","['head cabbage', 'carrot', 'onion', 'salt', 'cider vinegar', 'sugar', 'celery seed', 'dijon mustard', 'vegetable oil', 'black pepper to taste']","['head cabbage', 'carrot', 'onion', 'salt', 'cider vinegar', 'sugar', 'celery seed', 'dijon mustard', 'vegetable oil', 'black pepper to taste']",68.016546,10.050246000000001,130.10328,6.401276,4.995772834596744,33.809641357027466,True,False,False,1,False,841.7162000000001,19,3,16,False
229358,Italian Onion Cucumber Salad,,https://images.media-allrecipes.com/userphotos/720x405/970291.jpg,4.64705896378,14.0,115.3417,8.065661,1.312079,0.0,1789.506,11.09974,1.750917,6.012053,1.439896,foodrecsys,,,,,,,"['cucumbers cubed', 'red onion', 'green bell pepper', 'celery', 'sea salt', 'ground black pepper', 'bottle zesty italian-style salad dressing']","['cucumbers cubed', 'red onion', 'green bell pepper', 'celery', 'sea salt', 'ground black pepper', 'bottle zesty italian-style salad dressing']","['cucumber', 'onion', 'green bell pepper', 'celery', 'sea salt', 'black pepper', 'bottle zesty italian style salad dressing']","['cucumber', 'onion', 'green bell pepper', 'celery', 'salt', 'black pepper', 'bottle zesty italian style salad dressing']","['cucumber', 'onion', 'green bell pepper', 'celery', 'salt', 'black pepper', 'bottle zesty italian style salad dressing']","['cucumber', 'onion', 'green bell pepper', 'celery', 'salt', 'black pepper', 'other_target_ingredient']",72.59094900000001,11.808711,44.39896,5.759584,10.238024062416281,62.9355636339676,False,False,False,0,False,482.5896728,13,1,12,False
228066,Asian Cucumber and Peanut Salad,,https://images.media-allrecipes.com/userphotos/720x405/961364.jpg,4.5,18.0,155.0537,10.51538,1.500162,0.0,438.13,12.51589,2.8717,4.506937,5.840236,foodrecsys,,,,,,,"['vegetable oil', 'garlic', 'white vinegar', 'white sugar', 'asian-style chili-garlic sauce', 'fish sauce', 'ground coriander', 'red pepper flakes (optional)', 'cucumbers', 'chopped peanuts', 'green onions']","['vegetable oil', 'garlic', 'white vinegar', 'white sugar', 'asian-style chili-garlic sauce', 'fish sauce', 'ground coriander', 'red pepper flakes (optional)', 'cucumbers', 'chopped peanuts', 'green onions']","['vegetable oil', 'garlic', 'white vinegar', 'sugar', 'asian style chili garlic sauce', 'fish sauce', 'coriander', 'red pepper flake', 'cucumber', 'peanut', 'green onion']","['vegetable oil', 'garlic', 'white vinegar', 'sugar', 'asian style chili garlic sauce', 'fish sauce', 'coriander', 'red pepper flake', 'cucumber', 'peanut', 'green onion']","['vegetable oil', 'garlic', 'white vinegar', 'sugar', 'asian style chili garlic sauce', 'fish sauce', 'coriander', 'red pepper flake', 'cucumber', 'peanut', 'green onion']","['vegetable oil', 'garlic', 'white vinegar', 'sugar', 'other_target_ingredient', 'fish sauce', 'coriander', 'red pepper flake', 'cucumber', 'peanut', 'green onion']",94.63842,13.501458,50.06356,23.360944,8.707601302000532,61.03589917557595,True,False,True,2,True,648.7446808,7,6,1,True
231492,"Avocado, Egg, and Crab Mash",,https://images.media-allrecipes.com/userphotos/720x405/3396091.jpg,4.5,6.0,277.3305,23.30673,3.828602,125.722,475.8137,9.748208,6.935164,1.090667,10.41792,foodrecsys,,,,,,,"['avocado', 'hard boiled egg', 'flaked cooked crabmeat', 'mustard', 'mayonnaise', 'lemon pepper seasoning', 'garlic salt', 'cayenne pepper', 'curry powder']","['avocado', 'hard boiled egg', 'flaked cooked crabmeat', 'mustard', 'mayonnaise', 'lemon pepper seasoning', 'garlic salt', 'cayenne pepper', 'curry powder']","['avocado', 'egg', 'flaked crabmeat', 'mustard', 'mayonnaise', 'lemon pepper seasoning', 'garlic salt', 'cayenne pepper', 'curry powder']","['avocado', 'egg', 'flaked crabmeat', 'dijon mustard', 'mayonnaise', 'italian seasoning', 'salt', 'cayenne pepper', 'curry powder']","['avocado', 'egg', 'flaked crabmeat', 'dijon mustard', 'mayonnaise', 'italian seasoning', 'salt', 'cayenne pepper', 'curry powder']","['avocado', 'egg', 'other_target_ingredient', 'dijon mustard', 'mayonnaise', 'italian seasoning', 'salt', 'cayenne pepper', 'curry powder']",209.76057000000003,34.457418000000004,38.992832,41.67168,12.424676694413348,75.63559363286765,False,False,True,1,False,1160.350812,11,10,1,True
14189,Warm Shrimp Salad,,https://images.media-allrecipes.com/userphotos/720x405/1959881.jpg,4.55555534363,20.0,460.327,25.58264,7.361056,250.38,565.8124,29.43923,12.14521,9.199268,36.72013,foodrecsys,,,,,,,"['medium shrimp', 'butter', 'lemons juiced', 'heads butter lettuce', 'tomatoes chopped', 'avocado', 'celery', 'cucumber', 'shredded carrots', 'vinaigrette salad dressing']","['medium shrimp', 'butter', 'lemons juiced', 'heads butter lettuce', 'tomatoes chopped', 'avocado', 'celery', 'cucumber', 'shredded carrots', 'vinaigrette salad dressing']","['shrimp', 'butter', 'lemons juiced', 'heads butter lettuce', 'tomato', 'avocado', 'celery', 'cucumber', 'carrot', 'vinaigrette salad dressing']","['shrimp', 'butter', 'lemon juiced', 'heads butter lettuce', 'tomato', 'avocado', 'celery', 'cucumber', 'carrot', 'vinaigrette salad dressing']","['shrimp', 'butter', 'lemon juiced', 'heads butter lettuce', 'tomato', 'avocado', 'celery', 'cucumber', 'carrot', 'vinaigrette salad dressing']","['shrimp', 'butter', 'lemon juiced', 'other_target_ingredient', 'tomato', 'avocado', 'celery', 'cucumber', 'carrot']",230.24376,66.249504,117.75692,146.88052,14.391835369204935,50.01743543176915,False,False,True,1,False,1926.008168,20,10,10,False
14341,Good for You Greek Salad,,https://images.media-allrecipes.com/userphotos/720x405/3551901.jpg,4.61224508286,375.0,187.2274,15.64705,5.166234,22.25,346.7538,8.256189,1.96454,4.011796,4.979524,foodrecsys,,,,,,,"['large ripe tomatoes chopped', 'cucumbers peeled and chopped', 'small red onion', 'olive oil', 'lemon juice', 'dried oregano', 'salt and pepper to taste', 'crumbled feta cheese', 'black greek olives pitted and sliced']","['large ripe tomatoes chopped', 'cucumbers peeled and chopped', 'small red onion', 'olive oil', 'lemon juice', 'dried oregano', 'salt and pepper to taste', 'crumbled feta cheese', 'black greek olives pitted and sliced']","['tomato', 'cucumbers and', 'onion', 'olive oil', 'lemon juice', 'oregano', 'salt and pepper to taste', 'crumbled feta cheese', 'black greek olives pitted and']","['tomato', 'cucumbers and', 'onion', 'olive oil', 'lemon juice', 'oregano', 'salt and pepper to taste', 'crumbled feta cheese', 'black greek olives pitted and']","['tomato', 'cucumbers and', 'onion', 'olive oil', 'lemon juice', 'oregano', 'salt and pepper to taste', 'crumbled feta cheese', 'black greek olives pitted and']","['tomato', 'cucumbers and', 'onion', 'olive oil', 'lemon juice', 'oregano', 'salt and pepper to taste', 'crumbled feta cheese', 'other_target_ingredient']",140.82345,46.496106000000005,33.024756,19.918096,24.834028566331643,75.21519286172858,False,False,True,1,False,783.3594416,10,5,5,False
