ReviewId,RecipeId,AuthorId,Rating,Review,DateModified,source,AggregatedRating,ReviewCount
3728006,19402,3966501,5,This is the best Alfredo sauce I've ever made!!  I made it for our 2 month wedding anniversary and my husband loved it!!  Thank you!!,2009-10-01 18:13:04.187000+00:00,foodrecsys,4.60359811783,3942.0
3728007,19402,1508902,3,"This did not turn out as good as I had hoped it would.  I could not get it to thicken, no matter how long I let it sit.  I finally had to add a flour/water mixture to get it to thicken, and then it got too thick, and I had to thin it!  I also thought it was too bland, and had to add extra garlic powder, salt and pepper.  I also feel 1/2 cup of butter is too much.  Not sure if I will make this again.  If I do, I will cut down on the butter, and add some extras to the recipe as suggested by other reviewers.",2008-07-04 19:04:54.277000+00:00,foodrecsys,4.60359811783,3942.0
3728008,19402,468519,5,"This was very easy sauce to prepare.  It tasted great!  I added it to rotini, ham and peas ..... it was a great meal that my husband and I loved.  The picky daughter loved it and the son who loves everything was not very enthusiastic about his meal.  Just goes to show that you can't please everyone!  Thanks I will use this recipe again.

Cook/Chef
Smith Family :)",2002-01-03 19:46:03.857000+00:00,foodrecsys,4.60359811783,3942.0
3728009,19402,7317032,4,"What a great way to use cream cheese.  This was really good, really fast and I doctored it up the way my family likes.  I will keep this trick in my back pocket for quick thick sauces.",2014-02-19 11:42:40.433000+00:00,foodrecsys,4.60359811783,3942.0
3728010,19402,3933737,4,"This was good, my husband loved it so much that he had seconds. However I felt that this was missing something, it tasted a little bland. It probably needed more parmessan cheese or salt, not sure? I used fresh garlic instead of garlic powder which made the sauce smell really good, other that that I used about 1 1/2 cups of milk and added the oregano and nutmeg as suggested. I will make this again. Thanks for sharing.",2011-01-27 12:25:53.153000+00:00,foodrecsys,4.60359811783,3942.0
3728011,19402,3229227,5,"This was wonderful!! I followed the recipe EXACTLY except that I added some parsley and a pinch of basil. My husband pan-seared chicken strips in an Italian seasoning blend and it was the perfect compliment to the sauce. Much better than store bought, and almost as good as Olive Garden at a fraction of the cost!. Make sure you add the milk AND Parmesan cheese very slowly. I will definitely make this again.",2010-01-29 17:16:34.463000+00:00,foodrecsys,4.60359811783,3942.0
3728012,19402,2762285,4,"This was a very simple recipe that turned out great!  I loved the idea of using cream cheese.  I made this sauce to go on a pizza, and it was a little runny... I might hold back on the milk next time to give it a little thicker consistency.  The taste was great!  I added 1/8 tsp of white pepper along with the black which gave it a little extra punch.  I will definitely be using this recipe again in the future.",2008-01-19 11:09:31.627000+00:00,foodrecsys,4.60359811783,3942.0
3728013,19402,1075634,5,"This recipe would be hard to beat...and of course, you can add ANYTHING to the top (though unnecessary, it's great as the recipe reads) - broccoli, bacon pieces, sauteed mushrooms...goes on and on. Very good. Thank you.",2011-04-19 21:58:33.910000+00:00,foodrecsys,4.60359811783,3942.0
3728014,19402,2942512,5,I use fresh garlic instead of powder. Perfect consistency and taste.,2015-11-13 17:15:30.640000+00:00,foodrecsys,4.60359811783,3942.0
3728015,19402,1810696,4,"This was a fast, better than average alfredo sauce. I am a alfredo snob. Thank you for sharing, this is great for a quick meal throw together. Thank you Dawn",2006-07-03 18:33:06.763000+00:00,foodrecsys,4.60359811783,3942.0
3728016,19402,11101746,5,"YAY! I made this as a sauce for shrimp pasta (I went a little heavy on the garlic because we love it) and it was PERFECT. Much, much better than store bought. Mine turned out thinner than expected, but I'm glad it did. Not too thick and heavy...just creamy and delicious! Safe to say I'm now an alfredo sauce eater!",2013-03-22 18:34:58.607000+00:00,foodrecsys,4.60359811783,3942.0
3728017,19402,3686514,5,"very,very,very good.Its makes a lot so I passed it on everyone love it.",2010-03-20 06:05:55.710000+00:00,foodrecsys,4.60359811783,3942.0
3728018,19402,10618420,5,"Wow this was delicious.  And fairly easy to make, once I got past My own mistakes and faulty cookware.  Will definitely make this again (and again)!

I have to recommend using whole milk and real butter; that's actually in most recipes but particularly in one such as this one, where those ingredients are so important.  Also, if you have the time/energy/equipment, I cannot tell you how superior freshly grated Parmesan cheese is to the store bought Kraft stuff.  The difference is very pronounced.

I made a double batch and used one 8-oz wedge of Parmesan.  I also slightly reduced the amount of milk (I didn't actually MEAN to do that, but the container I put the milk in before adding it to the pot leaked a little).  Also used fresh ground black pepper, as in everything I eat or cook.  Buying a pepper grinder at the store is really not that much more expensive than a pepper shaker, and it makes a world of difference.

One thing that did horrify Me in the instructions though: using a wire whisk in a non-stick pot.  NO!  NO!  A thousand times NO!  Just use a wooden spoon or a non-metal whisk unless you feel like replacing your pot frequently, since metal utensils scratch up the non-stick coating unless you're REALLY careful.

All in all, this turned out even better than I could have imagined.  I used it on some pasta with freshly sliced mushrooms and a sprinkle more of Parmesan (just a sprinkle, so I did use the store-bought Kraft in this instance).  Absolute heaven.  It's like an",2018-02-23 19:01:04.810000+00:00,foodrecsys,4.60359811783,3942.0
3728019,19402,2901557,4,"What a surprise! I really enjoyed this recipe. At first glance, I thought it would not taste any good, never mind the texture! But desperate times called for desperate measures and I used this recipe! I will definitely be using it again.",2008-08-03 22:20:26.647000+00:00,foodrecsys,4.60359811783,3942.0
3728020,19402,919096,5,"Excellent!  This was the first time I made an Alfredo Sauce.  The only change I made to the recipe was to add a little  fresh grated mozzarella cheese because I was about  2 oz. short of having enough parmisan cheese.  The rest of the recipe I followed exactly then served it over gnocchi.  Hubby loved it!

Will make again for sure.",2015-11-21 18:16:28.587000+00:00,foodrecsys,4.60359811783,3942.0
3728021,19402,968249,5,This is the best alfredo sauce I've made at home- maybe the best I've ever eaten.,2005-06-27 14:20:29.357000+00:00,foodrecsys,4.60359811783,3942.0
3728022,19402,5121595,5,this is a great easy recipe and very quick to make. the key for me was to just keep stirring so everything would come out smooth.,2012-06-01 08:48:56.973000+00:00,foodrecsys,4.60359811783,3942.0
3728023,19402,9029184,5,"So easy and SO good! I used about 1/2 tbsp. of minced garlic, added when butter was almost melted, and a dash of nutmeg. If you want thick sauce like we do, I'd suggest using about 1/2 the amount of milk...I just whisked in a little at a time until I got it to the consistency I wanted.",2012-03-23 05:39:05.610000+00:00,foodrecsys,4.60359811783,3942.0
3728024,19402,1779267,5,Easy and relatively tasty. Good for a night that you don't have enough time for cooking.,2011-05-24 18:48:07.980000+00:00,foodrecsys,4.60359811783,3942.0
3728025,19402,607813,5,"Very, very rich.",2010-12-27 08:25:08.230000+00:00,foodrecsys,4.60359811783,3942.0
3728026,19402,11462216,1,"As Alfredo Sauce is my son's favorite, I was really hoping to surprise him with this easy sounding recipe. Unfortunately, it was butter soup. I followed the recipe to a tee. So I don't know what I did wrong. I would love to make it again. Any advice?",2014-08-22 15:11:28.823000+00:00,foodrecsys,4.60359811783,3942.0
3728027,19402,3084556,5,This was great! I followed the recipe to a T and served with broccoli and chicken. Thank you!,2009-01-26 15:46:39.120000+00:00,foodrecsys,4.60359811783,3942.0
3728028,19402,2565706,5,This recipe is so easy and quite good.  I served one half with alfredo and to the other half I added some pesto sauce.  Took the leftovers into the work and the men loved it - one even asked for the recipe!,2010-12-12 08:01:46.187000+00:00,foodrecsys,4.60359811783,3942.0
3728029,19402,8128075,5,"This is the first time making this sauce and  I thought it was a great fast Alfredo sauce, I made a few changes, instead of using plain cream cheese, I used Kraft Philadelphia Herb & Garlic spreadable cream cheese. I also added about 4 clove of minced fresh garlic instead of garlic powder. The main thing to remember when melting the cheese is keep the heat low and slow and it will turn out smooth and creamy.",2013-05-17 14:42:15.593000+00:00,foodrecsys,4.60359811783,3942.0
3728030,19402,3302989,4,"We tried this for dinner tonight...what a great sauce! Creamy, though I added a lot of garlic since we love garlic! I used lowfat evaporated milk, and half the cheese called for. Easy, yummy, and a sure hit!  Thanks for a great recipe.",2009-11-11 21:04:07.800000+00:00,foodrecsys,4.60359811783,3942.0
3728031,19402,3343951,4,It was good but I've had better!,2009-11-06 19:34:55.530000+00:00,foodrecsys,4.60359811783,3942.0
3728032,19402,2082387,5,Very good!I used fresh garlic sauteed in the butter instead of garlic powder. Delicious!!!,2010-09-18 17:08:11.800000+00:00,foodrecsys,4.60359811783,3942.0
3728033,19402,22079061,5,Sublime!  The hubby and I will definitely be making this again.  It's so nice not having to eat store-bought Alfredo sauce in the jars.  I'll never eat it from a jar again.  Thanks for the recipe!,2017-10-09 23:02:58.187000+00:00,foodrecsys,4.60359811783,3942.0
3728034,19402,2328151,5,"SO Easy and SO Yummy!  Used FF cream cheese (there's enough fat in the butter!) and extra parmesan.  It thickens up quite a bit AFTER cooking, I had to thin mine out w/milk (I let it sit to cool and it thickened a LOT).  Both my girls (ages 2 & 4) wanted seconds!",2010-11-04 16:11:18.117000+00:00,foodrecsys,4.60359811783,3942.0
3728035,19402,894235,5,Who would have dreamed that a rich and delicious alfredo sauce could be so easy to make?  I added shrimp to the sauce since Hubby likes a bit of seafood in his.  We loved this!!!,2005-08-13 15:54:19.670000+00:00,foodrecsys,4.60359811783,3942.0
3728036,19402,1328729,4,"I've used this for years as it's always worked well for me.  The only problem I have noticed it after you refrigerate it, it doesn't really heat back up well.  It's not horrible but definitely not the same consistency as when you poured it over the pasta.  Also, it develops more of a cream cheese look after it's been refrigerated.  If you mix it directly with the pasta and plan to have any leftovers, keep this in mind.  It might be better to store the sauce separately from the pasta if you plan on using some of it later.  A good recipe, just the storing and later usage is the only issue I had with it.....and that could have just been me.

Anyways, for taste, I highly recommend this.  You can also use shredded Parmesean, if you have any of that lying around.  I've also substituted a 4 cheese Italian blend and it turned out well, with a slightly milder taste.",2011-02-16 04:08:06.607000+00:00,foodrecsys,4.60359811783,3942.0
3728037,19402,3253851,5,"I've been trying to master alfredo sauce for years and just when I thought I had it down, I see this recipe.  It's amazing.  The only thing I changed was using only 1 cup of milk.  Yummy!",2009-04-08 18:42:33.120000+00:00,foodrecsys,4.60359811783,3942.0
3728038,19402,3991133,4,"Good, but needs a little tweeking, overall a really easy recipe",2011-06-30 19:25:31.883000+00:00,foodrecsys,4.60359811783,3942.0
3728039,19402,2967134,4,Pretty darn good. Used reduced fat cream cheese and skim milk and it still tasted nice and creamy. As other's suggested used minced garlic instead of the powder.,2010-09-19 18:17:23.757000+00:00,foodrecsys,4.60359811783,3942.0
3728040,19402,2950751,5,This recipe is awesome!  Quick and easy with grilled chicken and light cream cheese.  Definitely add a couple of teaspoons of nutmeg for a more authentic taste.  It's nice not to fuss with fattening cream and egg yolks.,2010-10-03 17:55:43.047000+00:00,foodrecsys,4.60359811783,3942.0
3728041,19402,21481058,5,AMAZING!!! Cooked it for my family of 8 and they loved it!!,2017-02-14 22:33:02+00:00,foodrecsys,4.60359811783,3942.0
3728042,19402,10217059,5,"Easy easy easy..... Amazing amazing AMAZING! We enjoy this twice a month, we have added broccoli as well as chicken. A family favorite.",2015-05-27 07:59:33.950000+00:00,foodrecsys,4.60359811783,3942.0
3728043,19402,15787620,1,I tasted the cream cheese. Left me disappointed.,2015-05-23 14:33:34.700000+00:00,foodrecsys,4.60359811783,3942.0
3728044,19402,435814,5,"I made this recipe with the ingredients exactly measured.  I have made many alfredo sauces which were anywhere from fair to excellent, but all were time consuming.  This was the easiest and best home prepared alfredo I have ever made.  
My review is based on the exact recipe.
After completing the recipe I decided to make it a ""creole"" alfredo and add 1 1/2 tsp of Tony Chacere's Creole Seasoning.  I would give the creole version 6 stars if I could!  We used it as a sauce for baked tilapia.  We served it with fresh oven fries and a green salad.  Yummmmm.
***if you decide to make a creole version please adjust the amount of seasoning to suit your personal taste.  I would start with no more than 3/4 tsp***",2011-12-28 19:58:07.610000+00:00,foodrecsys,4.60359811783,3942.0
3728045,19402,2516582,5,"The cream cheese in this recipe made this the silkiest sauce ever!!  Absolutelty delicious!  You do have to be patient and whisk and whisk on low to medium heat, however the time spent cooking this the right way makes it all worthwhile! One thing I did change was I used heavy cream instead of milk and added more parm cheese!!  YUM!",2009-08-28 06:19:10.957000+00:00,foodrecsys,4.60359811783,3942.0
3728046,19402,6399591,4,Wow!!! First time I ever attempted Alfredo sauce...VERY EASY!!!! and to die for,2011-01-31 12:48:40.840000+00:00,foodrecsys,4.60359811783,3942.0
3728047,19402,4957803,4,"I thought I would regret making it after I put in the cream cheese, but it was surprisingly delicious.  Add used fresh garlic and added a little corn starch and nutmeg.  Will make again!",2011-01-09 17:58:57.297000+00:00,foodrecsys,4.60359811783,3942.0
3728048,19402,247404,5,"This sauce is fabulous.  If you're into alfredo sauce, I strongly recommend it.
I also added a little oregano and some mushrooms sauted in garlic.  Enjoy!",2001-01-18 11:35:25.403000+00:00,foodrecsys,4.60359811783,3942.0
3728049,19402,20883056,4,"It was ok/good.   Mainly it was really bland.

I did have to make some substitutions for health reasons.  Full fat cream cheese became light cream cheese.  6 oz of Parm (I use the real very salty stuff) was changed to 4 oz of Mozzarella & 2 oz of Parmesan.  I don't think that was an issue though, it tasted like alfredo.  I cracked a lot of pepper, added some salt and it was ok.  The texture was great.  The flavor was close, but again...it was kinda bland.  May have been my fault for substituting Moz.  but seriously, 6 oz of Parm (with all that salt) and all that butter seemed like it would be too rich.  Anyway, I'm ranking it as ""Good"" since it was ""OK"" with substitutions.",2016-12-01 15:20:05.210000+00:00,foodrecsys,4.60359811783,3942.0
3728050,19402,9086577,1,I did not care for this recipe.,2012-04-03 16:06:03.330000+00:00,foodrecsys,4.60359811783,3942.0
3728051,19402,2786930,5,Loved it!,2009-01-26 13:52:05.570000+00:00,foodrecsys,4.60359811783,3942.0
3728052,19402,1755464,5,"Thanks Dawn for this easy and great tasting recipe for alfredo sauce.  I have tried many but couldn't find the one that is a match for resturant quality.  I used Smart Balance instead of butter and used reduced fat cream cheese and milk.  It was creamy and tasking great. After I was done with this sauce, I mixed pasta sauce and my god, my pasta was very tasty.  My 2 year old finished her first serving without talking a single word and asked for seconds.  My husband had three serving.  It is a definate keeper.",2006-02-03 08:26:38.327000+00:00,foodrecsys,4.60359811783,3942.0
3728053,19402,845429,5,This was so fast and so easy and so good!,2004-02-09 15:56:14.310000+00:00,foodrecsys,4.60359811783,3942.0
3728054,19402,1027007,5,I pulsed two cups of fresh basil with two teaspoons of fresh minced garlic in the food processor and then added it to the simmering sauce.  YUM!,2008-07-25 20:39:48.623000+00:00,foodrecsys,4.60359811783,3942.0
3728055,19402,2532992,5,"This was great!! Very easy to make, and delicious. I used low fat cream cheese, and a little extra garlic, just because I love garlic. Added some cooked chicken, mushrooms and broccoli to it, and folks at work asked for the recipe too.!!  Great recipe!",2007-10-15 06:29:40.443000+00:00,foodrecsys,4.60359811783,3942.0
3728056,19402,793536,5,Easy and delicious!,2014-10-21 16:29:47.797000+00:00,foodrecsys,4.60359811783,3942.0
3728057,19402,9594498,3,"Not in ten minutes, the cream cheese and butter would not easily mix, I heated it to near boiling and had to use an electric whisk and the Parmesan was hard to blend in, it took around 20+ minutes until the milk was slowly added and it finally did come together somewhat. The flavor was good, but next time will use Gorgonzola or Bleu cheese instead of cream cheese",2015-01-05 17:40:22.260000+00:00,foodrecsys,4.60359811783,3942.0
3728058,19402,6368436,5,"I followed the suggestions of reg927 for making this sauce, then used probably 1/4 cup cream in place of some of the milk reg927 suggested.  I served this with the baked herb perch fillet recipe...minus the bread crumbs, doubling the Parmesan cheese and baking in the melted butter in a 9x13 pan...on this website and steamed cauliflower.  A monochromatic meal but garnered me great compliments. :-)",2013-10-10 08:33:11.263000+00:00,foodrecsys,4.60359811783,3942.0
